站;544;zhan4
严;545;yan2
巴;546;ba1
例;547;li4
防;548;fang2
族;549;zu2
供;550;gong1,gong4
效;551;xiao4
续;552;xu4
施;553;shi1
留;554;liu2
讲;555;jiang3
型;556;xing2
料;557;liao4
终;558;zhong1
答;559;da1,da2
紧;560;jin3
黄;561;huang2
绝;562;jue2
奇;563;ji1,qi2
察;564;cha2
母;565;mu3
京;566;jing1
段;567;duan4
依;568;yi1
批;569;pi1
群;570;qun2
项;571;xiang4
故;572;gu4
按;573;an4
河;574;he2
米;575;mi3
围;576;wei2
江;577;jiang1
织;578;zhi1
害;579;hai4
斗;580;dou3,dou4
双;581;shuang1
境;582;jing4
客;583;ke4
纪;584;ji4
采;585;cai3,cai4
举;586;ju3
杀;587;sha1
攻;588;gong1
父;589;fu4
苏;590;su1
密;591;mi4
低;592;di1
朝;593;chao2,zhao1
友;594;you3
诉;595;su4
止;596;zhi3
细;597;xi4
愿;598;yuan4
千;599;qian1
值;600;zhi2
仍;601;reng2
男;602;nan2
钱;603;qian2
破;604;po4
网;605;wang3
热;606;re4
助;607;zhu4
倒;608;dao3,dao4
育;609;yu4
属;610;shu3,zhu3
坐;611;zuo4
帝;612;di4
限;613;xian4
船;614;chuan2
脸;615;lian3
职;616;zhi2
速;617;su4
刻;618;ke4
乐;619;le4,yue4
否;620;fou3,pi3
刚;621;gang1
威;622;wei1
毛;623;mao2
状;624;zhuang4
率;625;lu:4,shuai4,lv4
甚;626;shen4
独;627;du2
球;628;qiu2
般;629;ban1
普;630;pu3
怕;631;pa4
弹;632;dan4,tan2
校;633;jiao4,xiao4
苦;634;ku3
创;635;chuang1,chuang4
假;636;jia3,jia4
久;637;jiu3
错;638;cuo4
承;639;cheng2
印;640;yin4
晚;641;wan3
兰;642;lan2
试;643;shi4
股;644;gu3
拿;645;na2
脑;646;nao3
预;647;yu4
谁;648;shei2,shui2
益;649;yi4
阳;650;yang2
若;651;ruo4
哪;652;na3,na,nei3
微;653;wei1
尼;654;ni2
继;655;ji4
送;656;song4
急;657;ji2
血;658;xie3,xue4
惊;659;jing1
伤;660;shang1
素;661;su4
药;662;yao4
适;663;shi4
波;664;bo1
夜;665;ye4
省;666;sheng3,xing3
初;667;chu1
喜;668;xi3
卫;669;wei4
源;670;yuan2
食;671;shi2,si4
险;672;xian3
待;673;dai1,dai4
述;674;shu4
陆;675;liu4,lu4
习;676;xi2
置;677;zhi4
居;678;ju1
劳;679;lao2
财;680;cai2
环;681;huan2
排;682;pai2,pai3
福;683;fu2
纳;684;na4
欢;685;huan1
雷;686;lei2
警;687;jing3
获;688;huo4
模;689;mo2
充;690;chong1
负;691;fu4
云;692;yun2
停;693;ting2
木;694;mu4
游;695;you2
龙;696;long2
树;697;shu4
疑;698;yi2
层;699;ceng2
冷;700;leng3
洲;701;zhou1
冲;702;chong1,chong4
射;703;she4
略;704;lue4
范;705;fan4
竟;706;jing4
句;707;ju4
室;708;shi4
异;709;yi4
激;710;ji1
汉;711;han4
村;712;cun1
哈;713;ha1,ha3
策;714;ce4
演;715;yan3
简;716;jian3
卡;717;ka3,qia3
罪;718;zui4
判;719;pan4
担;720;dan1,dan4
州;721;zhou1
静;722;jing4
退;723;tui4
既;724;ji4
衣;725;yi1,yi4
您;726;nin2
宗;727;zong1
积;728;ji1
余;729;yu2
痛;730;tong4
检;731;jian3
差;732;cha1,cha4,chai1,ci1
富;733;fu4
灵;734;ling2
协;735;xie2
角;736;jiao3,jue2
占;737;zhan1,zhan4
配;738;pei4
征;739;zheng1
修;740;xiu1
皮;741;pi2
挥;742;hui1
胜;743;sheng1,sheng4
降;744;jiang4,xiang2
阶;745;jie1
审;746;shen3
沉;747;chen2
坚;748;jian1
善;749;shan4
妈;750;ma1
刘;751;liu2
读;752;dou4,du2
啊;753;a1,a2,a3,a4,a
超;754;chao1
免;755;mian3
压;756;ya1,ya4
银;757;yin2
买;758;mai3
皇;759;huang2
养;760;yang3
伊;761;yi1
怀;762;huai2
执;763;zhi2
副;764;fu4
乱;765;luan4
抗;766;kang4
犯;767;fan4
追;768;zhui1
帮;769;bang1
宣;770;xuan1
佛;771;fo2,fu2
岁;772;sui4
航;773;hang2
优;774;you1
怪;775;guai4
香;776;xiang1
著;777;zhu4,zhe
田;778;tian2
铁;779;tie3
控;780;kong4
税;781;shui4
左;782;zuo3
右;783;you4
份;784;fen4
穿;785;chuan1
艺;786;yi4
背;787;bei1,bei4
阵;788;zhen4
草;789;cao3
脚;790;jiao3,jue2
概;791;gai4
恶;792;e3,e4,wu4
块;793;kuai1,kuai4
顿;794;dun4
敢;795;gan3
守;796;shou3
酒;797;jiu3
岛;798;dao3
托;799;tuo1
央;800;yang1
户;801;hu4
烈;802;lie4
洋;803;yang2
哥;804;ge1
索;805;suo3
胡;806;hu2
款;807;kuan3
靠;808;kao4
评;809;ping2
版;810;ban3
宝;811;bao3
座;812;zuo4
释;813;shi4
景;814;jing3
顾;815;gu4
弟;816;di4
登;817;deng1
货;818;huo4
互;819;hu4
付;820;fu4
伯;821;bo2
慢;822;man4
欧;823;ou1
换;824;huan4
闻;825;wen2
危;826;wei1
忙;827;mang2
核;828;he2
暗;829;an4
姐;830;jie3
介;831;jie4
坏;832;huai4
讨;833;tao3
丽;834;li2,li4
良;835;liang2
序;836;xu4
升;837;sheng1
监;838;jian1,jian4
临;839;lin2
亮;840;liang4
露;841;lu4,lou4
永;842;yong3
呼;843;hu1
味;844;wei4
野;845;ye3
架;846;jia4
域;847;yu4
沙;848;sha1
掉;849;diao4
括;850;kuo4
舰;851;jian4
鱼;852;yu2
杂;853;za2
误;854;wu4
湾;855;wan1
吉;856;ji2
减;857;jian3
编;858;bian1
楚;859;chu3
肯;860;ken3
测;861;ce4
败;862;bai4
屋;863;wu1
跑;864;pao3
梦;865;meng4
散;866;san3,san4
温;867;wen1
困;868;kun3,kun4
剑;869;jian4
渐;870;jian1,jian4
封;871;feng1
救;872;jiu4
贵;873;gui4
枪;874;qiang1
缺;875;que1
楼;876;lou2
县;877;xian4
尚;878;shang4
毫;879;hao2
移;880;yi2
娘;881;niang2
朋;882;peng2
画;883;hua4
班;884;ban1
智;885;zhi4
亦;886;yi4
耳;887;er3
恩;888;en1
短;889;duan3
掌;890;zhang3
恐;891;kong3
遗;892;yi2
固;893;gu4
席;894;xi2
松;895;song1
秘;896;mi4
谢;897;xie4
鲁;898;lu3
遇;899;yu4
康;900;kang1
虑;901;lu:4,lv4
幸;902;xing4
均;903;jun1
销;904;xiao1
钟;905;zhong1
诗;906;shi1
藏;907;cang2,zang4
赶;908;gan3
剧;909;ju4
票;910;piao4
损;911;sun3
忽;912;hu1
巨;913;ju4
炮;914;pao4
旧;915;jiu4
端;916;duan1
探;917;tan4
湖;918;hu2
录;919;lu4
叶;920;ye4
春;921;chun1
乡;922;xiang1
附;923;fu4
吸;924;xi1
予;925;yu2,yu3
礼;926;li3
港;927;gang3
雨;928;yu3
呀;929;ya,ya1
板;930;ban3
庭;931;ting2
妇;932;fu4
归;933;gui1
睛;934;jing1
饭;935;fan4
额;936;e2
含;937;han2
顺;938;shun4
输;939;shu1
摇;940;yao2
招;941;zhao1
婚;942;hun1
脱;943;tuo1
补;944;bu3
谓;945;wei4
督;946;du1
毒;947;du2
油;948;you2
疗;949;liao2
旅;950;lu:3,lv3
泽;951;ze2
材;952;cai2
灭;953;mie4
逐;954;zhu2
莫;955;mo4
笔;956;bi3
亡;957;wang2
鲜;958;xian1,xian3
词;959;ci2
圣;960;sheng4
择;961;ze2,zhai2
寻;962;xun2
厂;963;chang3
睡;964;shui4
博;965;bo2
勒;966;le4,lei1
烟;967;yan1
授;968;shou4
诺;969;nuo4
伦;970;lun2
岸;971;an4
奥;972;ao4
唐;973;tang2
卖;974;mai4
俄;975;e2
炸;976;zha2,zha4
载;977;zai3,zai4
洛;978;luo4
健;979;jian4
堂;980;tang2
旁;981;pang2
宫;982;gong1
喝;983;he1,he4
借;984;jie4
君;985;jun1
禁;986;jin1,jin4
阴;987;yin1
园;988;yuan2
谋;989;mou2
宋;990;song4
避;991;bi4
抓;992;zhua1
荣;993;rong2
姑;994;gu1
孙;995;sun1
逃;996;tao2
牙;997;ya2
束;998;shu4
跳;999;tiao4
顶;1000;ding3
玉;1001;yu4
镇;1002;zhen4
雪;1003;xue3
午;1004;wu3
练;1005;lian4
迫;1006;po4
爷;1007;ye2
篇;1008;pian1
肉;1009;rou4
嘴;1010;zui3
馆;1011;guan3
遍;1012;bian4
凡;1013;fan2
础;1014;chu3
洞;1015;dong4
卷;1016;juan3,juan4
坦;1017;tan3
牛;1018;niu2
宁;1019;ning2
纸;1020;zhi3
诸;1021;zhu1
训;1022;xun4
私;1023;si1
庄;1024;zhuang1
祖;1025;zu3
丝;1026;si1
翻;1027;fan1
暴;1028;bao4
森;1029;sen1
塔;1030;ta3
默;1031;mo4
握;1032;wo4
戏;1033;xi4
隐;1034;yin3
熟;1035;shu2
骨;1036;gu3
访;1037;fang3
弱;1038;ruo4
蒙;1039;meng1,meng2,meng3
歌;1040;ge1,ge1ge
店;1041;dian4
鬼;1042;gui3
软;1043;ruan3
典;1044;dian3
欲;1045;yu4
萨;1046;sa4
伙;1047;huo3
遭;1048;zao1
盘;1049;pan2
爸;1050;ba4
扩;1051;kuo4
盖;1052;gai4,ge3
弄;1053;long4,nong4
雄;1054;xiong2
稳;1055;wen3
忘;1056;wang4
亿;1057;yi4
刺;1058;ci4
拥;1059;yong1
徒;1060;tu2
姆;1061;mu3
杨;1062;yang2
齐;1063;qi2
赛;1064;sai4
趣;1065;qu4
曲;1066;qu1,qu3
刀;1067;dao1
床;1068;chuang2
迎;1069;ying2
冰;1070;bing1
虚;1071;xu1
玩;1072;wan2,wan4
析;1073;xi1
窗;1074;chuang1
醒;1075;xing3
妻;1076;qi1,qi4
透;1077;tou4
购;1078;gou4
替;1079;ti4
塞;1080;sai1,sai4,se4
努;1081;nu3
休;1082;xiu1
虎;1083;hu3
扬;1084;yang2
途;1085;tu2
侵;1086;qin1
刑;1087;xing2
绿;1088;lu:4,lv4
兄;1089;xiong1
迅;1090;xun4
套;1091;tao4
贸;1092;mao4
毕;1093;bi4
唯;1094;wei2,wei3
谷;1095;gu3,yu4
轮;1096;lun2
库;1097;ku4
迹;1098;ji1,ji4
尤;1099;you2
竞;1100;jing4
街;1101;jie1
促;1102;cu4
延;1103;yan2
震;1104;zhen4
弃;1105;qi4
甲;1106;jia3
伟;1107;wei3
麻;1108;ma2
川;1109;chuan1
申;1110;shen1
缓;1111;huan3
潜;1112;qian2
闪;1113;shan3
售;1114;shou4
灯;1115;deng1
针;1116;zhen1
哲;1117;zhe2
络;1118;lao4,luo4
抵;1119;di3
朱;1120;zhu1
埃;1121;ai1
抱;1122;bao4
鼓;1123;gu3
植;1124;zhi2
纯;1125;chun2
夏;1126;xia4
忍;1127;ren3
页;1128;ye4
杰;1129;jie2
筑;1130;zhu2,zhu4
折;1131;she2,zhe2
郑;1132;zheng4
贝;1133;bei4
尊;1134;zun1
吴;1135;wu2
秀;1136;xiu4
混;1137;hun2,hun4
臣;1138;chen2
雅;1139;ya3
振;1140;zhen4
染;1141;ran3
盛;1142;cheng2,sheng4
怒;1143;nu4
舞;1144;wu3
圆;1145;yuan2
搞;1146;gao3
狂;1147;kuang2
措;1148;cuo4
姓;1149;xing4
残;1150;can2
秋;1151;qiu1
培;1152;pei2
迷;1153;mi2
诚;1154;cheng2
宽;1155;kuan1
宇;1156;yu3
猛;1157;meng3
摆;1158;bai3
梅;1159;mei2
毁;1160;hui3
伸;1161;shen1
摩;1162;mo2
盟;1163;meng2
末;1164;mo4
乃;1165;nai3
悲;1166;bei1
拍;1167;pai1
丁;1168;ding1
赵;1169;zhao4
硬;1170;ying4
麦;1171;mai4
蒋;1172;jiang3
操;1173;cao1
耶;1174;ye1
阻;1175;zu3
订;1176;ding4
彩;1177;cai3
抽;1178;chou1
赞;1179;zan4
魔;1180;mo2
纷;1181;fen1
沿;1182;yan2,yan4
喊;1183;han3
违;1184;wei2
妹;1185;mei4
浪;1186;lang4
汇;1187;hui4
币;1188;bi4
丰;1189;feng1
蓝;1190;la,lan2
殊;1191;shu1
献;1192;xian4
桌;1193;zhuo1
啦;1194;la1,la
瓦;1195;wa3
莱;1196;lai2
援;1197;yuan2
译;1198;yi4
夺;1199;duo2
汽;1200;qi4
烧;1201;shao1
距;1202;ju4
裁;1203;cai2
偏;1204;pian1
符;1205;fu2
勇;1206;yong3
触;1207;chu4
课;1208;ke4
敬;1209;jing4
哭;1210;ku1
懂;1211;dong3
墙;1212;qiang2
袭;1213;xi2
召;1214;shao4,zhao4
罚;1215;fa2
侠;1216;xia2
厅;1217;ting1
拜;1218;bai4
巧;1219;qiao3
侧;1220;ce4,zhai1
韩;1221;han2
冒;1222;mao4
债;1223;zhai4
曼;1224;man4
融;1225;rong2
惯;1226;guan4
享;1227;xiang3
戴;1228;dai4
童;1229;tong2
犹;1230;you2
乘;1231;cheng2
挂;1232;gua4
奖;1233;jiang3
绍;1234;shao4
厚;1235;hou4
纵;1236;zong1,zong4
障;1237;zhang4
讯;1238;xun4
涉;1239;she4
彻;1240;che4
刊;1241;kan1
丈;1242;zhang4
爆;1243;bao4
乌;1244;wu1
役;1245;yi4
描;1246;miao2
洗;1247;xi3
玛;1248;ma3
患;1249;huan4
妙;1250;miao4
镜;1251;jing4
唱;1252;chang4
烦;1253;fan2
签;1254;qian1
仙;1255;xian1
彼;1256;bi3
弗;1257;fu2
症;1258;zheng1,zheng4
仿;1259;fang3
倾;1260;qing1
牌;1261;pai2
陷;1262;xian4
鸟;1263;niao3
轰;1264;hong1
咱;1265;za2,zan2
菜;1266;cai4
闭;1267;bi4
奋;1268;fen4
庆;1269;qing4
撤;1270;che4
泪;1271;lei4
茶;1272;cha2
疾;1273;ji2
缘;1274;yuan2
播;1275;bo1
朗;1276;lang3
杜;1277;du4
奶;1278;nai3
季;1279;ji4
丹;1280;dan1
狗;1281;gou3
尾;1282;wei3
仪;1283;yi2
偷;1284;tou1
奔;1285;ben1,ben4
珠;1286;zhu1
虫;1287;chong2
驻;1288;zhu4
孔;1289;kong3
宜;1290;yi2
艾;1291;ai4
桥;1292;qiao2
淡;1293;dan4
翼;1294;yi4
恨;1295;hen4
繁;1296;fan2
寒;1297;han2
伴;1298;ban4
叹;1299;tan4
旦;1300;dan4
愈;1301;yu4
潮;1302;chao2
粮;1303;liang2
缩;1304;suo1
罢;1305;ba4,ba
聚;1306;ju4
径;1307;jing4
恰;1308;qia4
挑;1309;tiao1,tiao3
袋;1310;dai4
灰;1311;hui1
捕;1312;bu3
徐;1313;xu2
珍;1314;zhen1
幕;1315;mu4
映;1316;ying4
裂;1317;lie4
泰;1318;tai4
隔;1319;ge2
启;1320;qi3
尖;1321;jian1
忠;1322;zhong1
累;1323;lei2,lei3,lei4
炎;1324;yan2
暂;1325;zan4
估;1326;gu1,gu4
泛;1327;fan4
荒;1328;huang1
偿;1329;chang2
横;1330;heng2,heng4
拒;1331;ju4
瑞;1332;rui4
忆;1333;yi4
孤;1334;gu1
鼻;1335;bi2
闹;1336;nao4
羊;1337;yang2
呆;1338;dai1
厉;1339;li4
衡;1340;heng2
胞;1341;bao1
零;1342;ling2
穷;1343;qiong2
舍;1344;she3,she4
码;1345;ma3
赫;1346;he4
婆;1347;po2
魂;1348;hun2
灾;1349;zai1
洪;1350;hong2
腿;1351;tui3
胆;1352;dan3
津;1353;jin1
俗;1354;su2
辩;1355;bian4
胸;1356;xiong1
晓;1357;xiao3
劲;1358;jin4,jing4
贫;1359;pin2
仁;1360;ren2
偶;1361;ou3
辑;1362;ji2
邦;1363;bang1
恢;1364;hui1
赖;1365;lai4
圈;1366;juan1,juan4,quan1
摸;1367;mo1,mo2
仰;1368;yang3
润;1369;run4
堆;1370;dui1
碰;1371;peng4
艇;1372;ting3
稍;1373;shao1
迟;1374;chi2
辆;1375;liang4
废;1376;fei4
净;1377;jing4
凶;1378;xiong1
署;1379;shu3
壁;1380;bi4
御;1381;yu4
奉;1382;feng4
旋;1383;xuan2,xuan4
冬;1384;dong1
矿;1385;kuang4
抬;1386;tai2
蛋;1387;dan4
晨;1388;chen2
伏;1389;fu2
吹;1390;chui1
鸡;1391;ji1
倍;1392;bei4
糊;1393;hu2,hu4
秦;1394;qin2
盾;1395;dun4
杯;1396;bei1
租;1397;zu1
骑;1398;qi2
乏;1399;fa2
隆;1400;long1,long2
诊;1401;zhen3
奴;1402;nu2
摄;1403;she4
丧;1404;sang1,sang4
污;1405;wu1
渡;1406;du4
旗;1407;qi2
甘;1408;gan1
耐;1409;nai4
凭;1410;ping2
扎;1411;za1,zha1,zha2
抢;1412;qiang1,qiang3
绪;1413;xu4
粗;1414;cu1
肩;1415;jian1
梁;1416;liang2
幻;1417;huan4
菲;1418;fei1
皆;1419;jie1
碎;1420;sui4
宙;1421;zhou4
叔;1422;shu1
岩;1423;yan2
荡;1424;dang4
综;1425;zong1
爬;1426;pa2
荷;1427;he2,he4
悉;1428;xi1
蒂;1429;di4
返;1430;fan3
井;1431;jing3
壮;1432;zhuang4
薄;1433;bo2,bo4,bao2
悄;1434;qiao3,qiao1
扫;1435;sao3,sao4
敏;1436;min3
碍;1437;ai4
殖;1438;zhi2
详;1439;xiang2
迪;1440;di2
矛;1441;mao2
霍;1442;huo4
允;1443;yun3
幅;1444;fu2
撒;1445;sa1,sa3
剩;1446;sheng4
凯;1447;kai3
颗;1448;ke1
骂;1449;ma4
赏;1450;shang3
液;1451;ye4
番;1452;fan1,pan1
箱;1453;xiang1
贴;1454;tie1
漫;1455;man4
酸;1456;suan1
郎;1457;lang2
腰;1458;yao1
舒;1459;shu1
眉;1460;mei2
忧;1461;you1
浮;1462;fu2
辛;1463;xin1
恋;1464;lian4
餐;1465;can1
吓;1466;xia4
挺;1467;ting3
励;1468;li4
辞;1469;ci2
艘;1470;sao1,sou1
键;1471;jian4
伍;1472;wu3
峰;1473;feng1
尺;1474;chi3
昨;1475;zuo2
